,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CAPN3,397.426290326029,-1.35333764214914,0.306876016287574,-4.41004695812047,1.0334820590957e-05,0.00121151164713278
CAPSL,9.55659739555674,2.17985606009979,0.786638066772084,2.77110421193406,0.00558665437264433,0.0465434413673311
CARMN,5.70250650063233,1.65158927592134,0.584025659024921,2.82793957833771,0.00468486478447629,0.0412399488464032
CARNS1,572.358996986669,-1.04815381670477,0.334361476173727,-3.13479240700616,0.00171975764361319,0.0216000682610448
CASC2,105.226419841551,1.10638730031299,0.263561667759095,4.19783085195935,2.69483786794655e-05,0.00180990903662937
CAVIN2-AS1,54.8295730516118,-1.01408706822608,0.354439385851444,-2.86110152738813,0.00422171832209354,0.0384484051880516
CAVIN4,21.9181894723437,-1.48885841634808,0.412675924715156,-3.60781506063323,0.000308786460630403,0.00710425298557845
CCDC141,74.7734767986716,1.18755880669672,0.282395097369802,4.20530957427206,2.60725032733201e-05,0.00180990903662937
CCDC150,18.3628483763749,-1.08425214077486,0.337294848878979,-3.21455291825072,0.00130647831139124,0.0178927565121969
CCDC153,5.44244530628639,2.6777608064044,0.895700990508988,2.98956999576694,0.00279370430266155,0.0292344381172246
CCDC170,101.761592933784,1.51405175595004,0.320297981241444,4.72700998639369,2.27850063425937e-06,0.000477370122245788
CCDC190,29.5368333394646,1.43423085528343,0.37391990344058,3.83566331207973,0.000125225861732365,0.0042085292166505
CCDC39,24.6165187498239,1.51882292243416,0.393121957553779,3.86349043407575,0.000111778272568634,0.00386203736836259
CCDC40,36.3272002784701,1.74098874770089,0.282193048221508,6.16949552327136,6.85082158561255e-10,6.74600401535268e-06
CCDC65,13.1855223227629,1.43494667160576,0.493315912433886,2.9087784023145,0.0036284394944192,0.0348238242705125
CCDC8,14.9522107563422,1.34456087140569,0.389126594900086,3.45533019081085,0.000549619279487133,0.0104279403566663
CCL19,5.25272998853956,3.20302223688899,0.840826120149698,3.80937528001477,0.000139318361364792,0.00446197037417519
CCN2,31.9875663049841,1.16365237294143,0.326920836263014,3.55943165398381,0.000371658236764203,0.00791155297618548
CD163,49.5019944865162,1.13254425799865,0.375887898006577,3.01298409447285,0.00258692475712705,0.0278094411391158
CD22,211.580702888513,-1.14735478435028,0.341722976695022,-3.35755820532449,0.000786341857227416,0.0130575181587156
CD24,104.074354130731,1.51299921739166,0.334374157036805,4.52486887981932,6.04329609757868e-06,0.000827795077776842
CD276,17.783328835108,1.2042987549632,0.399407784797094,3.01521102192589,0.00256800519607014,0.0277845032303709
CD36,8.18364001044457,2.38618865036445,0.707408266158704,3.37314216487983,0.000743155716535312,0.0125736328878406
CDK18,154.430371716859,-1.12557896290472,0.337308999230859,-3.33693724588225,0.000847070717762866,0.0136353805897412
CDS1,52.0544617058309,1.35761736215402,0.396437279663598,3.42454514698024,0.00061582951401518,0.0111677223287431
CEBPB,62.8272196215084,1.13798422022591,0.322148192961523,3.5324867408517,0.000411670869518053,0.00844306746286792
CENPF,21.8578931841886,1.1817150966191,0.336816261882376,3.5084858730241,0.000450665168099289,0.00909183568209855
CERCAM,440.671338704852,-1.05053357733972,0.287842839651649,-3.64967764565931,0.000262569603720865,0.00645233213403491
CFAP100,17.5564569465537,1.67346196644785,0.441668392902413,3.78895568109536,0.00015128189661708,0.00464296828709757
CFAP107,9.92795406153439,2.07363941758338,0.716598327385391,2.89372628756941,0.00380699863333987,0.0357848407533415
CFAP157,15.6016077819633,1.66929265350454,0.455475380953121,3.66494595165914,0.000247390821981788,0.00621443220422109
CFAP210,240.092585726128,1.4025424005755,0.290668380399751,4.82523210349405,1.39840317260388e-06,0.000390399679381253
CFAP221,44.4598160055387,1.31962956915393,0.304373260009253,4.33556341024771,1.45387254716837e-05,0.0014416699952192
CFAP251,23.6211353355719,1.96727674077338,0.395381997631974,4.97563559432603,6.50338911256406e-07,0.000282347770910333
CFAP276,25.5796011991026,1.54565140120415,0.444541971976343,3.47695268082898,0.000507147313951942,0.00983047165449759
CFAP300,8.98060317017143,2.00425344801538,0.619816802632597,3.23362232114804,0.00122230979938375,0.0172421180297626
CFAP43,144.856657137324,1.56802985913331,0.338356828656891,4.63424918999747,3.58235265435881e-06,0.000608197010128814
CFAP44,189.112435478338,1.15590154990864,0.249356572011238,4.63553673594994,3.56012488731289e-06,0.000608197010128814
CFAP45,63.4931835039261,1.85768570567888,0.397410921513714,4.67447069296202,2.94712715148811e-06,0.000570093317087102
CFAP46,34.1317706827631,1.33751162898985,0.43681699020172,3.06194964708719,0.00219900440485819,0.0252667402271162
CFAP47,41.9872545747255,1.43796170566248,0.357894565966789,4.01783609588505,5.87350270441696e-05,0.00280759131700941
CFAP65,6.99180089798764,2.32430425426222,0.809475864884808,2.87136943186439,0.00408697580590837,0.0377534112130122
CFAP73,8.63168955793808,2.2731385715556,0.629192377300884,3.6127878428962,0.000302922545247704,0.00705172175662918
CFAP74,6.3860210991173,1.72693267095035,0.621129716595206,2.78030920886659,0.00543071610528433,0.0457453049518689
CFAP77,5.6938057212731,2.4823135457571,0.82942889805481,2.99279848047092,0.0027643221129151,0.0290775279394283
CFAP90,48.0173053697006,1.18579883181107,0.379413514211993,3.12534685084655,0.00177595518856464,0.0220527499896545
CFAP91,98.1733297110287,1.16847044658393,0.300805194117268,3.88447563218741,0.00010255097697573,0.00372627110804432
CFAP97D2,5.32154236018914,2.44719940543147,0.723335119828536,3.38321662856847,0.000716420977311224,0.0122783494124841
CITED4,24.1628840156483,1.05953485958809,0.322021633690251,3.29025987305947,0.00100094893301928,0.0151219019411056
CLCA4,20.4627113353062,-1.08624103603621,0.363338448189515,-2.9896121411011,0.00279331891084158,0.0292344381172246
CLDN11,1163.31508435248,-1.03868506354995,0.31477126555612,-3.29980902708784,0.000967506420137097,0.0148627702325897
CLDND1,683.189343773355,-1.24617739004426,0.230763251336918,-5.40024194851035,6.65510784731346e-08,6.50216586691981e-05
CLEC5A,16.2523781724901,1.44908663937356,0.451666730650665,3.20830944817659,0.00133517753470414,0.0181094947441207
CLXN,32.5414953842149,1.83324555120162,0.44490661741892,4.1205176084748,3.7802217317214e-05,0.00231203996225221
CMTM5,65.213052736582,-1.02176320295931,0.296241557428496,-3.44908800719471,0.000562483345957986,0.010610677217717
CNDP1,504.214309687969,-1.50286385505289,0.299224729401803,-5.02252557152396,5.09964049114191e-07,0.000251080799581372
CNTN2,1485.32435405668,-1.0593655599671,0.297654493728518,-3.55904440311698,0.00037220660610805,0.00791155297618548
CNTNAP4,265.002527409698,-1.22475381151099,0.289185027442911,-4.23519095141524,2.28357571378884e-05,0.00174939504975604
COL12A1,18.0369288043883,1.37064663995051,0.413081956340587,3.31809854899691,0.000906325013739979,0.014211118487735
COL20A1,22.3270698611514,-1.57805628702447,0.52331666022884,-3.01549025084432,0.00256564186785781,0.0277845032303709
COL6A2,33.6694402537242,1.33258038170283,0.280374490674836,4.75285885850541,2.00560359968779e-06,0.00043887063658057
COL8A2,16.4319580925007,1.31748659585622,0.407388349392062,3.23398201696804,0.00122077142049262,0.0172421180297626
COQ7-DT,33.1515229363875,-1.21032903504129,0.388347019099589,-3.11661729204855,0.00182938890624638,0.0224333655788394
CPAMD8,45.2913819136925,1.01797911974002,0.250817579174725,4.05864342957747,4.93586135505388e-05,0.00259911373065324
CPOX,184.682526952247,-1.11055842820324,0.252049669937976,-4.40610943262306,1.05243808385597e-05,0.00121921856608586
CPVL-AS2,19.6003223850993,1.25166750716129,0.410182518036463,3.05148915939421,0.00227709270918223,0.0258297003189823
CRHBP,12.677207930112,-1.15547865377787,0.385984112033852,-2.99359123278249,0.00275715063355137,0.0290681609085443
CRIP1,24.7350525452588,1.24074784329995,0.349952197988918,3.54547806937689,0.000391901597112297,0.00817879703630102
CRLF1,101.518539492183,2.07450258070393,0.416652849315916,4.97897130455237,6.39231183820751e-07,0.000282347770910333
CTNNA3,262.389430358403,-1.04661370272163,0.265291659883898,-3.94514363240694,7.97521594958107e-05,0.0032451219609721
CXCL12,40.0261036338572,1.10060914637608,0.348496074577221,3.15816798714673,0.00158764041443439,0.0205163978489966
CYB5R2,63.5052228321889,-1.11878277919716,0.359283441042056,-3.11392803395636,0.00184614513442042,0.0225804340053057
CYP1B1,124.32252006731,1.16447150105364,0.253915186615746,4.58606480602457,4.51678452884943e-06,0.000674647658489438
CYP4F3,101.617407901122,1.20280648952666,0.201934692575889,5.95641330463626,2.57833787021313e-09,8.46296433599624e-06
DACT3,122.013101149514,-1.00427065509569,0.224478758371834,-4.47378924571645,7.68454867148558e-06,0.000970125009847673
DCDC1,22.3403699775703,1.99045364952772,0.534813366687685,3.72177244158163,0.000197829266906285,0.00544272614842679
DCDC2,16.9649040486489,1.47085904597411,0.511008682751465,2.87834452842259,0.0039976827702981,0.0371720323315631
DNAAF1,74.8693884184,1.01633279393692,0.342467124736441,2.9676798750218,0.00300056658442003,0.0306240462973121
DNAAF11,117.816478133606,1.04630282305412,0.254595724446348,4.10966376332297,3.96235634668169e-05,0.00234553631413265
DNAH11,92.7673758177057,1.68193338656747,0.330277292141526,5.09248872564557,3.53393735037249e-07,0.000207240682870415
DNAH5,64.7955483451363,1.19778829719856,0.430509475759289,2.78225768453998,0.00539821599290005,0.045588535919457
DNAH7,78.0482965490144,1.03549421110025,0.322577184740474,3.21006648977159,0.00132704272055012,0.0180239857506994
DNAH9,26.0247799487657,2.22463437511031,0.515713599677705,4.31370120256785,1.60543894473908e-05,0.00146838111596608
DNAI3,34.935265006622,2.22515798344229,0.371524174727243,5.98926835669818,2.10787115054305e-09,8.46296433599624e-06
DNAI7,34.8117048274057,1.34888951509154,0.373027276571754,3.61606134406119,0.000299119520080497,0.00701292836722062
DNM3,1056.83488642787,-1.02368029588253,0.220061483318445,-4.65179221936437,3.29062553142782e-06,0.000604770379419479
DOHH,120.474374666374,-1.13006875964857,0.289662704445634,-3.90132641277148,9.56670506167086e-05,0.00352821515888663
DRC1,47.158263374261,1.30924509531038,0.417036189086286,3.13940403632332,0.00169291852802312,0.0214269521149661
DRC3,24.6840380731148,1.83559529260362,0.435247473679209,4.21736001610089,2.47179169266791e-05,0.00180294317020007
DTHD1,16.4995452840139,2.20142918086082,0.562358112231786,3.91463932497423,9.05394456842696e-05,0.0034473826025739
DUSP7,45.0948376497716,-1.16956777160163,0.354915443059398,-3.29534201588938,0.000983019593000351,0.0150256982363012
DYDC2,14.5190214349842,4.14795430029306,0.774272714752744,5.35722649301631,8.45091562597299e-08,6.93468051407967e-05
DYNLRB2,15.7460444464005,2.3061496637637,0.602837142838522,3.82549365307014,0.000130510297074322,0.00426258234096256
DYRK3,26.5307375605753,1.11217262454265,0.392386671800649,2.83437920926043,0.00459148120512192,0.0407685441179762
DYSF,161.249767830836,-1.23726858814504,0.326732618137018,-3.78679237842787,0.000152604507550884,0.00465231141131132
DZIP1L,33.2072238853582,1.38349272369859,0.30168860372469,4.58583024555051,4.52185898855519e-06,0.000674647658489438
E2F1,10.7748018041805,-1.60552813522115,0.479593694737728,-3.34768399342521,0.00081489873780492,0.0133294150683805
ECM2,46.4137515443102,1.08867696046457,0.349942051539003,3.11102068378665,0.00186441879554821,0.0227214503462417
EDIL3,1053.85734509345,-1.14902961026388,0.271101074470909,-4.23838087881565,2.25137585678098e-05,0.00174939504975604
ELOVL1,186.411443282068,-1.1574818648402,0.308749538188553,-3.74893472434388,0.000177587295939984,0.00515392327253549
EMILIN1,21.6116731467144,1.18586123404506,0.404046680582331,2.93496096128283,0.00333589654707491,0.032627159643534
ENKUR,55.9729563679101,1.0458927400195,0.32128376830589,3.25535505741367,0.00113250686272328,0.0165211778922016
ENPP2,714.051087370299,-1.14109563654778,0.279838757864961,-4.07768975696508,4.54854039009108e-05,0.00253047893905236
ENPP6,109.531388553703,-1.12881713275425,0.357368381297057,-3.15869335909698,0.00158478141109742,0.0205163978489966
ENTPD2,43.1764056786767,1.31762996639097,0.343961392896359,3.83074959458601,0.000127753467777822,0.00426258234096256
EPCAM,10.0599761275407,-1.40551458183708,0.500790250446983,-2.80659334039067,0.00500684045611868,0.0431679247038567
ERBB3,308.220890051131,-1.20110048391818,0.280196226943465,-4.28664046272301,1.81395522064972e-05,0.00155613504740328
ERMN,2547.16937089465,-1.18760136021928,0.274649969969438,-4.32405421472077,1.53187624326841e-05,0.00145003585202485
EYA2,15.0257347141719,1.49160264407563,0.397718338938318,3.75039946123018,0.000176553084681596,0.00515392327253549
FAM216B,7.59427714123661,4.02072339586422,0.913305022125978,4.40238835707356,1.07065687087002e-05,0.00122571436636516
FAM95C,51.5373007633999,-1.10777162196075,0.359035974096049,-3.08540564702409,0.00203274707792289,0.023973577841359
FANK1,28.2604245113533,1.1749973371788,0.397280617603416,2.95760045951131,0.00310043702416052,0.0312167723690273
FBLN1,55.016885922996,1.30203985814174,0.329012215693936,3.95742101975012,7.5763325993851e-05,0.0032438682898103
FBXW4P1,22.2607225683312,1.16421958176264,0.388507657148634,2.99664513772308,0.00272968263516431,0.0288713049500139
FEZF2,25.5422993406043,1.18286670079788,0.322734169522843,3.66514243764994,0.000247200963187651,0.00621443220422109
FHAD1,26.7300269144328,1.57826051499014,0.372394880677281,4.23813698007805,2.25382248937614e-05,0.00174939504975604
FMO2,27.6869622400253,1.62464691107576,0.349027201251504,4.65478594576664,3.24317459904254e-06,0.000604770379419479
FMOD,5.3600737038545,2.01842997387867,0.737762677784822,2.73587975463753,0.00622137550759426,0.0495646315722335
FOLH1,169.861510162972,-1.23206676778011,0.282504347980582,-4.36123116896166,1.29332633169343e-05,0.00133025864557556
FOLR1,5.3862294763284,3.14141517753009,0.998155906888888,3.14721894230075,0.0016483148689589,0.0211340579617686
FOXJ1,23.9007502009264,1.94454579204698,0.584503248370796,3.32683487639645,0.000878384067569195,0.0139941637884342
FRMD4B,591.014265044885,-1.05906686770575,0.259557276450044,-4.08028194081312,4.49811088521995e-05,0.00253047893905236
FRMPD2,39.8111628467533,1.03728613647748,0.317399261631818,3.26807986617414,0.00108279805732457,0.0160094781838964
FSIP1,13.8186767527904,1.42036014963902,0.416174561242039,3.41289516927721,0.000642766623509139,0.01150785989399
FYB2,6.60924136028869,1.59072022113485,0.529807076450429,3.00245182037254,0.00267814362201112,0.0284791363347122
FZD2,5.23012040134036,1.590455513787,0.575196949033037,2.76506249982847,0.00569118903980694,0.0469356268634665
FZD7,11.5857556329973,1.5973131895412,0.521313395134217,3.06401716213326,0.00218386381547582,0.0252535892606791
GALNT6,210.224476617701,-1.12876228650071,0.302808429067746,-3.72764486766705,0.000193277465837272,0.00544272614842679
GFAP,28964.3692491652,1.09826493133791,0.1924622066566,5.70639270128232,1.15395593526901e-08,1.89383401576566e-05
GFPT2,39.6056125506905,1.15283005363596,0.278893672742394,4.13358267435776,3.57151738441834e-05,0.0022258690939473
GJB1,196.370097039857,-1.32655200479305,0.334013650583743,-3.97155027189663,7.14064277497161e-05,0.00311123492943122
GJC2,208.368907791574,-1.03366871423437,0.375492638332293,-2.75283350114476,0.00590819355547309,0.0479620626057242
GLDN,472.507017322978,-1.11994114880522,0.280480089529872,-3.99294349442918,6.5258123613907e-05,0.00294769148268873
GLIS2,11.5526262984754,1.66811618918655,0.550842931010901,3.02829735170649,0.00245935962764318,0.0271190529153442
GMPR,58.9360906967738,1.06573552991216,0.331830202000146,3.21168936247607,0.00131956973737923,0.0179720652890363
GNG8,23.4864741741069,-1.30813683845743,0.361552484396573,-3.61811049546705,0.000296761702295175,0.00697425413484628
GPC6,20.3449169836745,1.21221836753116,0.366781432995814,3.30501562641803,0.00094971104766014,0.0146810120664198
GPIHBP1,184.1058226626,-1.0678157807508,0.34407472285259,-3.10344151961513,0.00191284034774036,0.0230118973111998
GPR143,11.7295516967969,1.35670799003529,0.394984558184975,3.43483805106105,0.000592908046041497,0.0109376415574921
GPR171,9.22050327837536,1.57402465194127,0.458499606816613,3.43299018917335,0.000596963698609708,0.0109465578029977
GPR20,7.3705961989286,2.48365910826346,0.668564440358867,3.7149135645478,0.000203273165480791,0.00553516448128087
GPX8,10.0076183343806,1.42382380875771,0.428237759032523,3.32484415193657,0.000884679724208891,0.0140280857395893
GREM1,147.607610881894,-1.24117121164295,0.262809708818292,-4.72269923825799,2.32734903465143e-06,0.000477445957171095
GSTM5,133.309661251701,1.2076403315878,0.282278188620143,4.27819215324816,1.88417340531612e-05,0.00155911390942419
GUCA1B,10.7509728860846,-1.43650657686995,0.455377409795949,-3.15454070836241,0.00160750950281658,0.020718777584077
HACD1,10.3304897630788,-2.03050076933181,0.518103152419296,-3.91910522036072,8.88783102367792e-05,0.00342375219397904
HAGLR,33.9010130255103,-1.20374124209579,0.32028604784948,-3.75833181051176,0.000171049955685487,0.00511954077092702
HAPLN2,165.203166584953,-1.12804539220529,0.400360465535111,-2.81757438436778,0.00483879049551087,0.0422782342584698
HCG22,17.9760604522231,1.06748957097833,0.342462647213317,3.11709781976135,0.0018264095921025,0.0224333655788394
HCN2,25.4942658083674,-1.07272065654205,0.33658422941798,-3.18707937801185,0.00143717326634452,0.0190725675925801
HES1,221.324634475765,1.09567922589738,0.242434833872767,4.51947935201591,6.1991892969107e-06,0.000827795077776842
HGF,11.9160717760964,1.21778906990886,0.429214294366354,2.83725189466644,0.00455036967176454,0.0405677224827555
HHATL,256.194362360783,-1.08227438204847,0.282224706154059,-3.83479673624919,0.000125668175408588,0.00420902899064069
HHIP,434.619414336703,-1.28254210255345,0.30455719284101,-4.21116996315035,2.54051509658043e-05,0.00180990903662937
HLA-DPB1,141.901021262555,1.08192206137428,0.298301609279686,3.6269400758072,0.000286799819698098,0.00685465491399799
HOATZ,8.03858727202014,2.43136388812936,0.726638545459057,3.34604309573659,0.000819736541041746,0.0133641485424471
HPN,33.4637233813165,-1.53355364919228,0.475170687962472,-3.22737426369489,0.00124931934309278,0.0174249965601057
HS3ST5,41.6670611603214,-1.32582977303899,0.328411979125713,-4.0370932161749,5.41175697236366e-05,0.00270505436075457
ID3,140.83322734747,1.05087497730084,0.290827812369565,3.61339229813914,0.000302216921748134,0.00705172175662918
IGF2,129.884780683822,1.12367905753408,0.300343409588786,3.74131418123194,0.000183060501679286,0.00520981722553738
IGFBP-AS1,13.1020340371614,1.2681105538239,0.424322650137402,2.98855258707794,0.00280302259568919,0.0292834176848742
IGFBP2,10.1262146039499,1.75528776522899,0.629084755126258,2.79022460952292,0.00526714874396801,0.0449052932310415
IGFBP3,34.1317201304498,1.11368256282624,0.341127304466268,3.26471246436496,0.00109575248987043,0.0161283628815458
IGFBP7-AS1,21.3329615395538,2.09747620233539,0.550671945037641,3.80893964407796,0.000139564016984458,0.00446197037417519
IGHG1,14.6187959627581,2.08855308359839,0.581608801331008,3.59099291279422,0.000329420594789998,0.00740594656825824
IGHG2,12.7186140183082,1.86088872402162,0.592670794706921,3.13983537005875,0.00169042802453454,0.0214269521149661
IGHG3,70.7328539979728,2.67011515243642,0.683568013662055,3.90614408379337,9.37806060549519e-05,0.0035043802638741
IGKC,16.0104379557001,2.31771456610446,0.705055679740185,3.28727876776844,0.00101160639044039,0.0151617779705731
IGLC2,27.3714773228966,1.68013168790431,0.558543943937074,3.00805640476804,0.00262924333810197,0.0280500099136404
IGSF3,12.5039837397345,1.59881933896441,0.516930344457477,3.09291059444843,0.00198203837824148,0.0235720926188964
IL20RA,13.9115915477005,1.30651014190941,0.425146010015847,3.07308574261512,0.0021185760603433,0.0247175574244081
IL7R,31.32930018477,1.37534402672658,0.327175190286683,4.20369290691465,2.62595152243402e-05,0.00180990903662937
INHBB,52.0867972382611,1.13247982319639,0.280843635789459,4.03242117277453,5.52051350457981e-05,0.00272734524667967
INPP5A,172.384712064611,-1.12720697798863,0.29640732302628,-3.80289854677002,0.000143012933127617,0.00451361651444758
INS-IGF2,129.884780683822,1.12367905753408,0.300343409588786,3.74131418123194,0.000183060501679286,0.00520981722553738
INTS7,16.4802258692946,-1.29740352157535,0.453221977134432,-2.86262270373203,0.00420150541871972,0.0383786863247988
IQGAP2,53.9241725344206,1.70782976425515,0.290980145697693,5.86923124998866,4.37820417236673e-09,1.03359828517013e-05
IRX3,12.5577420629455,2.63312928583284,0.833629676622598,3.15863189576073,0.00158511564129477,0.0205163978489966
ISLR,18.1001568282053,1.34972285166187,0.464397403415655,2.90639620664246,0.00365618173926046,0.0349467205761643
ISYNA1,30.3848708600696,1.07104974339033,0.278596853515794,3.84444307203782,0.000120826528970065,0.00408858704731349
ITIH5,81.8974174561453,1.01350073683804,0.275234772196863,3.68231357087807,0.000231126877531225,0.00604539942191404
JAG1,65.2633540407921,1.10261009470555,0.230507158481601,4.78340933951325,1.72346644631064e-06,0.000424274352420523
JAKMIP1,43.8464938481637,1.10333778064735,0.337757418939595,3.26665742564985,0.0010882528242051,0.0160660053372528
JAKMIP3-AS1,9.5538222975268,-1.39763508770663,0.48261457144206,-2.89596537363236,0.00377994105702803,0.0355842061076052
KCNJ16,12.824414333961,1.4844143679623,0.486277166041065,3.05260964656716,0.00226860834341144,0.0257658435496799
KCNJ9,80.9626239487901,-1.00523842979403,0.250571508603724,-4.01178264598233,6.0261970825259e-05,0.00284304563005352
KCTD4,51.1267694262917,-1.11632944147684,0.359566205442423,-3.10465617897342,0.00190500325061082,0.0229603023363094
KIAA1671,51.7167519378442,1.1312725684902,0.314727834643653,3.59444715072968,0.000325081120986804,0.00739278013477382
KIAA2012,32.4683620461688,1.93429881730361,0.457929952416402,4.22400589237877,2.39997770229044e-05,0.00179034700261015
KIAA2012-AS1,5.24009064713027,2.91223743490039,0.819402796953145,3.55409750336368,0.000379278571273945,0.00801449805007411
KLF10,12.2557595291827,1.34268683696713,0.440310660898258,3.04940796624814,0.00229292875250844,0.025922467768026
KLF5,6.99300502901426,1.86044715219287,0.646282063547264,2.87869222608685,0.00399327835294472,0.0371661738577001
KLHL4,114.015893210904,-1.37874659527467,0.360383761636637,-3.82577336174435,0.000130362183893533,0.00426258234096256
KLK6,211.462237275909,-1.00770956879612,0.368126302721004,-2.7374017051964,0.0061926623323575,0.049415839535433
LACC1,207.966918145089,-1.03817902801929,0.27948699744898,-3.71458793251663,0.000203535087134177,0.00553516448128087
LINC00320,95.0716134939093,-1.31537428349579,0.283322736514528,-4.64267110955404,3.43933596501379e-06,0.000604770379419479
LINC00463,15.7568173616336,-1.37152290671966,0.383196718785309,-3.57916140583675,0.000344698535335686,0.00759339256700335
LINC00601,32.562225800329,-1.13192048015455,0.360061237482478,-3.14368880157402,0.00166832755251344,0.0212798204787563
LINC00673,16.6173094136805,1.19632133717633,0.356435285951636,3.3563493411779,0.000789787382720216,0.013067954165725
LINC01098,6.10278347163179,-2.00696005734745,0.730635247502082,-2.74687002058675,0.00601669739859988,0.0486823494527634
LINC01102,61.2925558297125,-1.05689920577012,0.325345046369831,-3.24854863340598,0.00115995378059487,0.0167478957148354
LINC01152,21.9674711167432,1.04567921511519,0.324204931622191,3.22536492545944,0.00125812188524429,0.0174982008531081
LINC01315,5.42558140040799,-1.97281550062056,0.650985763076214,-3.03050483208431,0.00244145280374694,0.0269820266649788
LINC01445,35.1106559941653,-1.31947451041441,0.448128541208852,-2.94441078636736,0.00323570216972039,0.0320865652217892
LINC01470,30.6737953241043,-1.34304367739264,0.346352392398587,-3.87767980492841,0.000105457384072939,0.00378992285024173
LINC01549,15.9248652249226,-1.17295473599855,0.370992221878966,-3.16166934729218,0.00156867575854813,0.0204052182224881
LINC01630,23.8978648825482,-1.62157822749021,0.41239700538608,-3.93208051055586,8.42138499555562e-05,0.00335493003561515
LINC01770,278.305962649753,-1.25733633320224,0.353995033474744,-3.55184738288694,0.000382536669137498,0.00806603550534677
LINC01792,77.0631668179776,-1.22112345864839,0.32570588330344,-3.74915996684883,0.000177427888478392,0.00515392327253549
LINC02177,30.6769276039533,1.41561600568267,0.415865806041418,3.40402116528349,0.000664016080208495,0.0117388982797362
LINC02473,32.7683652332144,-1.1622411439872,0.296419647593255,-3.92093153548991,8.82073234086728e-05,0.00342375219397904
LINC02768,5.52643228192858,1.58853500284395,0.548200364504047,2.89772700950515,0.00375877605851177,0.0354527469810013
LINC03002,14.8050310594967,-1.47303968438249,0.448733090622141,-3.28266338089801,0.00102831377532506,0.0153887625313463
LINC03013,107.988911256958,-1.01598767116351,0.30020946018018,-3.38426267631183,0.000713696881955737,0.0122783494124841
LMNTD1,35.6142566390403,1.24426787256186,0.35866418447035,3.46917235240343,0.000522064422167039,0.0100209909650659
LOC100507336,26.7518612508486,-1.53463855234473,0.441170289685143,-3.47856278680956,0.000504110327574614,0.00981022607831468
LOC101926887,97.8408114014353,-1.16730890551285,0.271833113156763,-4.29421159165284,1.75315215984745e-05,0.00154136511768017
LOC101927543,8.00802599040626,1.59949194921903,0.583679474503683,2.74036011045123,0.00613719011309982,0.0491228007386145
LOC101928817,31.1278456622803,1.50947325777112,0.356626149383905,4.23264884075055,2.30954967470585e-05,0.00174939504975604
LOC101929130,16.0264512242018,1.45354205687948,0.516662627129262,2.81332920276391,0.00490314257997877,0.0426136319373794
LOC101929341,85.5458496434992,-1.11424210784358,0.310116437174038,-3.59297984330404,0.000326917885641036,0.00740594656825824
LOC101929372,24.3615804077468,1.09089846236359,0.392636625643749,2.77839200704979,0.00546286688784182,0.045898336386159
LOC101930276,26.9702309681173,-1.02506480308161,0.336691475239821,-3.0445225925351,0.00233049925529576,0.0261968335238554
