,GSM7021440,GSM7021441,GSM7021442,GSM7021443,GSM7021444,GSM7021445,GSM7021446,GSM7021447,GSM7021448,GSM7021449,GSM7021450,GSM7021451,GSM7021452,GSM7021453,GSM7021454,GSM7021455,GSM7021456,GSM7021457
ABCB6,41.5673367239503,45.0369307639132,21.4291887063816,72.5519528036755,37.3568816033498,57.7693122990695,44.9194082750043,30.4488184319564,19.4126914688146,17.4772264730965,25.8490159906266,29.8094561588015,30.050637348749,20.357149283971,60.0925243478597,35.7782951996267,25.9087684776844,39.2089805209524
ABCC1,9.38617280863394,15.4412334047702,1.7857657255318,5.18228234311968,0,5.69556600131671,4.76417966553076,6.81689964894547,4.31393143751437,11.6514843153976,0,5.9618912317603,5.66993157523566,20.357149283971,0.632552887872208,1.17305885900415,7.65486341386131,0.800183275937804
ABCC10,5.36352731921939,7.07723197718635,14.2861258042544,31.0936940587181,2.01929089747837,4.88191371541432,5.44477676060658,8.18027957873457,0,1.16514843153976,7.04973163380725,9.93648538626717,8.50489736285349,9.04762190398711,5.69297599084987,8.79794144253115,14.7208911805025,6.40146620750243
ABCC11,14.7497001278533,8.36400142758387,7.14306290212719,44.0493999165173,10.0964544873918,11.3911320026334,13.6119419015164,7.7258196021382,12.9417943125431,8.15603902077835,2.34991054460242,15.8983766180275,10.2058768354242,8.1428597135884,22.1393510755273,12.9036474490457,12.3655485916221,13.6031156909427
ABCC2,6.70440914902424,3.86030835119256,3.57153145106359,15.546847029359,3.02893634621755,1.62730457180477,0.680597095075822,0.90891995319273,12.9417943125431,6.99089058923858,2.34991054460242,13.911079540774,2.26797263009426,1.80952438079742,0.632552887872208,7.03835315402492,0,10.4023825871915
ABCC3,14.7497001278533,8.36400142758387,3.57153145106359,2.59114117155984,0,4.06826142951194,2.04179128522747,2.27229988298182,8.62786287502873,0,0,0,0,0.452381095199355,0.632552887872208,0,1.7665069416603,0
ABCC4,93.8617280863394,69.485550321466,73.2163947468037,77.7342351467952,62.5980178218293,46.3781802964361,119.104491638269,79.0760359277675,138.04580600046,55.9271247139087,25.8490159906266,73.529991858377,53.2973568072152,39.3571552823439,77.8040052082816,59.8260018092119,93.6248679079961,40.809347072828
ABCC6,5.36352731921939,0,5.35729717659539,7.77342351467952,2.01929089747837,2.44095685770716,7.48656804583404,0.454459976596365,23.726622906329,0,0,1.98729707725343,1.13398631504713,0,5.69297599084987,1.75958828850623,5.29952082498091,0
ABCC6P1,0,0,1.7857657255318,0,0,2.44095685770716,4.08358257045493,4.54459976596365,6.47089715627155,0,0,0,0.566993157523566,0,5.69297599084987,0,6.47719211942111,1.60036655187561
ABCC6P2,0,0,0,0,0,0,8.16716514090987,0.90891995319273,0,0,0,0,0,0,0.632552887872208,0.586529429502077,0,0
ABCC8,1.34088182980485,4.50369307639132,21.4291887063816,10.3645646862394,5.04822724369591,2.44095685770716,4.08358257045493,9.0891995319273,15.0987600313003,4.66059372615906,14.0994632676145,13.911079540774,20.9787468283719,19.4523870935723,10.7533990938275,5.27876486551869,8.83253470830152,8.80201603531585
ABCC9,303.039293535896,81.0664753750437,76.7879261978673,139.921623264231,85.8198631428305,49.6327894400456,240.931371656841,90.4375353426766,276.091612000919,78.0649449131642,82.2468690610845,83.4664772446442,70.8741446904457,57.4523990903181,146.752269986352,58.6529429502077,157.807953454987,61.6141122472109
ABCD2,10.7270546384388,7.72061670238511,21.4291887063816,18.1379882009189,2.01929089747837,5.69556600131671,23.8208983276538,8.63473955533093,23.726622906329,11.6514843153976,2.34991054460242,33.7840503133084,6.23692473275922,9.04762190398711,20.2416924119107,6.45182372452285,41.8073309526272,4.00091637968902
ABCD4,13.4088182980485,31.5258515347392,35.7153145106359,41.4582587449574,27.2604271159579,34.9870482938027,30.626869278412,30.9032784085528,40.9823486563865,73.4043511870051,44.6483003474459,33.7840503133084,39.122527869126,38.9047741871446,12.6510577574442,39.2974717766392,8.83253470830152,43.2098969006414
ABCF1-DT,5.36352731921939,0,3.57153145106359,5.18228234311968,0,1.62730457180477,2.04179128522747,4.99905974256001,30.1975200626006,3.49544529461929,28.198926535229,1.98729707725343,4.53594526018853,4.0714298567942,3.16276443936104,4.69223543601662,4.71068517776081,4.00091637968902
ABCG1,20.1132274470727,67.5553961458697,128.575132238289,222.838140754146,85.8198631428305,95.1973174505793,42.8776169897768,42.7192378000583,53.9241429689296,55.9271247139087,77.5470479718797,186.805925261823,113.965624662237,98.1666976582601,46.1763608146712,88.5659438548136,36.5078101276463,44.0100801765792
ABCG4,0,0,5.35729717659539,0,0,0,0,2.72675985957819,0,0,0,0,3.40195894514139,3.61904876159484,0,0,0,0
ABCG8,1.34088182980485,0.643384725198759,1.7857657255318,5.18228234311968,1.00964544873918,0,0,0.454459976596365,0,1.16514843153976,0,3.97459415450687,2.26797263009426,0,4.42787021510545,0,0,0
ABHD10,117.997601022827,140.25787009333,148.218555219139,75.1430939752353,126.205681092398,110.656710882725,85.7552339795536,119.97743382144,73.3368344377442,133.992069627073,112.795706140916,89.4283684764045,100.357788881671,109.023843943045,74.0086878810483,120.825062477428,137.198705802284,108.024742251604
ABHD11,10.7270546384388,10.2941556031801,33.9295487851042,41.4582587449574,15.1446817310877,16.2730457180477,20.4179128522747,10.4525794617164,15.0987600313003,10.4863358838579,11.7495527230121,19.8729707725343,20.4117536708484,17.6428627127749,33.525303057227,15.249765167054,18.2539050638231,16.8038487946939
ABHD12,109.952310043998,188.511724483236,167.861978199989,326.48378761654,259.47888032597,213.176898906425,78.9492630287954,143.609352604451,131.574908844188,249.34176434951,192.692664657398,156.996469103021,193.91165987306,198.595300792517,132.203553565291,195.900829453694,129.543842388422,260.059564679786
ABHD12B,0,1.93015417559628,10.7145943531908,12.9557058577992,8.07716358991346,2.44095685770716,0.680597095075822,0.454459976596365,21.5696571875718,5.82574215769882,0,5.9618912317603,6.80391789028279,3.61904876159484,0,1.75958828850623,2.3553425888804,0.800183275937804
ABHD14A,13.4088182980485,15.4412334047702,17.857657255318,10.3645646862394,26.2507816672187,27.6641777206812,23.8208983276538,25.4497586893964,10.7848285937859,25.6332654938748,0,5.9618912317603,14.7418220956127,15.8333383319774,32.2601972814826,18.7689417440665,21.1980832999236,7.20164948344024
ABHD14A-ACY1,13.4088182980485,12.8676945039752,3.57153145106359,5.18228234311968,11.106099936131,10.577479716731,12.9313448064406,14.5427192510837,25.8835886250862,4.66059372615906,9.39964217840966,3.97459415450687,11.9068563079949,9.04762190398711,25.3021155148883,10.5575297310374,17.665069416603,5.60128293156463
ABHD14B,34.8629275749261,19.3015417559628,32.1437830595723,10.3645646862394,42.4051088470457,28.4778300065836,12.2507477113648,13.6337992978909,4.31393143751437,5.82574215769882,30.5488370798314,13.911079540774,11.9068563079949,15.8333383319774,30.362538617866,29.3264714751038,17.665069416603,20.0045818984451
ABHD15,12.0679364682436,13.5110792291739,8.92882862765899,2.59114117155984,14.1350362823486,15.4593934321454,9.52835933106151,5.45351971915638,15.0987600313003,15.1469296100169,4.69982108920483,0,6.23692473275922,9.04762190398711,4.42787021510545,5.27876486551869,5.29952082498091,4.80109965562683
ABHD16A,18.7723456172679,27.6655431835467,28.5722516085088,7.77342351467952,39.3761725008281,30.1051345783883,31.9880634685636,43.1736977766547,19.4126914688146,30.2938592200339,9.39964217840966,9.93648538626717,44.7924594443617,46.5952528055336,48.70657236616,43.4031777831537,25.9087684776844,51.2117296600195
ABHD16B,1.34088182980485,1.28676945039752,0,7.77342351467952,11.106099936131,3.25460914360955,4.76417966553076,9.99811948512003,8.62786287502873,2.33029686307953,9.39964217840966,1.98729707725343,7.93790420532992,4.97619204719291,3.79531732723325,4.69223543601662,4.71068517776081,2.40054982781341
ABHD17A,10.7270546384388,20.5883112063603,39.2868459616995,36.2759764018377,22.212199872262,21.1549594334621,17.6955244719714,34.0844982447274,12.9417943125431,53.5968278508291,51.6980319812531,27.8221590815481,34.5865826089375,40.2619174727426,18.344033748294,41.0570600651454,18.8427407110432,38.4087972450146
ABHD17B,122.020246512241,267.648045682684,375.010802361677,834.347457242268,385.684561418368,292.101170638957,105.492549736752,188.146430310895,105.691320219102,314.590076515736,439.433271840652,524.646428394906,239.271112474945,227.547690885276,120.185048695719,333.14871595718,71.2491133136322,308.870744511992
ABHD17C,40.2264548941454,19.3015417559628,32.1437830595723,62.1873881174361,19.1832635260445,25.223220862974,38.113437324246,27.7220585723783,19.4126914688146,10.4863358838579,37.5985687136386,19.8729707725343,37.4215483965553,27.1428657119613,48.70657236616,13.4901768785478,42.9850022470674,20.0045818984451
ABHD3,1.34088182980485,0,8.92882862765899,0,0,3.25460914360955,12.9313448064406,3.63567981277092,2.15696571875718,4.66059372615906,0,11.9237824635206,4.53594526018853,7.69047861838904,1.89765866361662,1.75958828850623,4.12184953054071,1.60036655187561
ABHD4,36.2038094047309,25.0920042827516,8.92882862765899,20.7291293724787,19.1832635260445,34.1733960079003,61.9343356518998,24.5408387362037,23.726622906329,17.4772264730965,9.39964217840966,23.8475649270412,31.1846236637961,33.0238199495529,40.4833848238213,38.124412917635,40.0408240109669,26.4060481059475
ABHD6,30.8402820855115,48.8972391151057,41.0726116872313,28.5025528871582,66.636599616786,96.0109697364817,29.9462721833362,61.8065568171056,30.1975200626006,53.5968278508291,56.397853070458,43.7205356995755,64.0702268001629,82.785740421482,40.4833848238213,87.3928849958095,20.0204120054834,92.0210767328475
ABHD8,9.38617280863394,9.00738615278263,73.2163947468037,25.9114117155984,19.1832635260445,18.7140025757549,17.6955244719714,18.1783990638546,12.9417943125431,10.4863358838579,11.7495527230121,5.9618912317603,15.8758084106598,20.357149283971,13.9161635331886,10.5575297310374,47.6956874248282,14.4032989668805
ABI1,96.5434917459491,67.5553961458697,67.8590975702083,33.6848352302779,54.5208542319159,52.8873985836552,130.674642254558,94.5276751320439,60.3950401252011,43.1104919669713,25.8490159906266,39.7459415450687,77.111069423205,61.071447851913,49.9716781419044,37.5378834881329,83.6146619052544,56.8130125915841
ABI3,16.0905819576582,24.4486195575529,30.3580173340406,33.6848352302779,31.2990089109147,22.7822640052668,14.9731360916681,16.8150191340655,23.726622906329,34.9544529461929,23.4991054460241,11.9237824635206,6.80391789028279,11.3095273799839,14.5487164210608,7.03835315402492,10.5990416499618,2.40054982781341
ABI3BP,174.31463787463,82.99662955064,33.9295487851042,49.2316822596369,83.8005722453521,64.2785305862886,199.414948857216,83.1661757171348,159.615463188031,69.9089058923858,42.2983898028435,61.6062093948564,71.4411378479693,38.4523930919452,94.250380292959,73.9027081172617,131.310349330083,39.2089805209524
ABITRAM,17.431463787463,14.1544639543727,8.92882862765899,18.1379882009189,6.05787269243509,5.69556600131671,21.7791070424263,17.2694791106619,6.47089715627155,10.4863358838579,0,1.98729707725343,20.9787468283719,22.6190547599678,6.32552887872208,11.7305885900415,20.6092476527035,6.40146620750243
ABLIM1,813.915270691543,394.394836546839,512.514763227626,632.238445860601,439.195770201544,394.621358662658,690.125454406884,429.010217906968,811.019110252701,315.755224947276,274.939533718483,248.412134656679,327.722045048621,265.095321786822,524.38634404606,329.043009950665,647.130376294891,276.063230198542
ABLIM2,4.02264548941454,24.4486195575529,39.2868459616995,5.18228234311968,8.07716358991346,10.577479716731,2.72238838030329,15.4516392042764,8.62786287502873,10.4863358838579,9.39964217840966,25.8348620042946,25.5146920885605,21.7142925695691,10.1208462059553,22.874647750581,14.7208911805025,25.6058648300097
ABLIM3,77.7711461286812,37.9596987867268,114.289006434035,75.1430939752353,109.041708463832,70.7877488735077,95.2835933106151,69.5323764192438,118.633114531645,124.670882174755,101.046153417904,69.5553977038702,50.4623910195974,59.2619234711155,125.245471798697,97.3638852973448,150.741925688346,124.02840777036
ABO,4.02264548941454,4.50369307639132,19.6434229808498,41.4582587449574,5.04822724369591,3.25460914360955,0.680597095075822,0,2.15696571875718,12.8166327469374,18.7992843568193,31.7967532360549,5.10293841771209,1.35714328559807,3.16276443936104,5.27876486551869,0.588835647220101,0.800183275937804
ABR,50.9535095325842,30.8824668095404,80.3594576489309,33.6848352302779,43.4147542957848,65.9058351580934,150.411958011757,89.0741554128875,103.534354500345,31.4590076515736,98.6962428733014,31.7967532360549,92.4198846763412,78.7143105646878,93.6178274050868,38.124412917635,118.94480073846,35.2080641412634
ABR-AS1,1.34088182980485,0,0,2.59114117155984,0,0.813652285902387,0,0,2.15696571875718,0,0,3.97459415450687,0,0,6.32552887872208,1.17305885900415,0,0.800183275937804
ABRACL,16.0905819576582,16.084618129969,8.92882862765899,0,14.1350362823486,20.3413071475597,18.3761215670472,12.7248793446982,8.62786287502873,1.16514843153976,25.8490159906266,3.97459415450687,8.50489736285349,3.61904876159484,6.32552887872208,15.8362945965561,16.4873981221628,8.00183275937804
ABT1,28.1585184259018,31.5258515347392,26.786485882977,7.77342351467952,20.1929089747836,44.7508757246313,38.113437324246,27.7220585723783,12.9417943125431,13.9817811784772,21.1491949014217,31.7967532360549,22.1127331434191,47.9523960911317,46.8089137025434,34.6052363406225,29.4417823610051,33.6076975893878
ABTB2,8.04529097882909,12.2243097787764,19.6434229808498,31.0936940587181,29.2797180134363,14.645741146243,21.7791070424263,25.4497586893964,8.62786287502873,47.7710856931303,35.2486581690362,15.8983766180275,10.2058768354242,19.4523870935723,13.2836106453164,26.3938243275935,8.24369906108141,47.2108132803305
ABTB3,4.02264548941454,20.5883112063603,19.6434229808498,7.77342351467952,9.08680903865264,0,1.36119419015164,4.09013978936728,15.0987600313003,2.33029686307953,0,5.9618912317603,8.50489736285349,5.88095423759162,6.32552887872208,1.75958828850623,13.5432198860623,8.00183275937804
ACAA1,46.9308640431697,45.6803154891119,25.0007201574452,36.2759764018377,50.4822724369591,63.4648783003862,34.7104518488669,35.4478781745165,36.6684172188721,40.7801951038917,32.8987476244338,29.8094561588015,31.7516168213197,24.8809602359645,54.3995483570099,44.5762366421579,26.4976041249045,44.0100801765792
ACAA2,130.06553749107,137.684331192535,67.8590975702083,80.325376318355,96.9259630789615,104.961144881408,117.062700353041,80.4394158575566,157.458497469274,99.0376166808799,72.8472268826749,97.3775567854182,96.3888367790062,98.1666976582601,113.859519816997,89.1524732843157,159.574460396647,96.0219931125365
ACAD10,5.36352731921939,5.14707780159007,28.5722516085088,41.4582587449574,11.106099936131,10.577479716731,11.570150616289,8.18027957873457,4.31393143751437,18.6423749046362,14.0994632676145,11.9237824635206,9.07189052037705,3.16666766639549,31.6276443936104,5.27876486551869,14.7208911805025,10.4023825871915
ACAD11,54.9761550219988,71.4157044970623,64.2875661191447,134.739340921112,57.5497905781334,61.023921442679,38.113437324246,29.0854385021673,40.9823486563865,83.890687070863,21.1491949014217,31.7967532360549,42.5244868142674,36.1904876159484,30.362538617866,43.4031777831537,20.6092476527035,40.0091637968902
ACAD8,17.431463787463,36.6729293363293,51.7872060404221,64.778529288996,41.3954633983065,26.8505254347788,33.3492576587153,36.8112581043056,10.7848285937859,12.8166327469374,16.4493738122169,21.8602678497878,41.9574936567439,46.1428717103342,24.0370097391439,54.5472369436932,31.7971249498855,26.4060481059475
ACADL,12.0679364682436,9.65077087798139,12.5003600787226,2.59114117155984,10.0964544873918,15.4593934321454,23.140301232578,7.27135962554184,56.0811086876867,3.49544529461929,4.69982108920483,9.93648538626717,3.40195894514139,4.52381095199355,20.2416924119107,5.86529429502077,19.4315763582633,5.60128293156463
ACADM,207.836683619751,171.14033690287,157.147383846798,147.695046778911,190.822989811705,185.512721185744,205.540322712898,198.144549796015,211.382640438204,106.028507270119,129.245079953133,216.615381420624,137.779337278227,148.380999225389,172.054385501241,230.506065794316,209.036654763136,187.242886569446
ACADS,22.7949911066824,34.0993904355342,33.9295487851042,51.8228234311968,68.6558905142644,57.7693122990695,27.2238838030329,25.4497586893964,21.5696571875718,22.1378201992555,14.0994632676145,41.7332386223221,35.7205689239847,37.5476309015465,58.1948656842431,39.8840012061412,25.3199328304643,45.6104467284548
ACADVL,286.948711578238,196.232341185622,216.077652789347,106.236788033953,171.639726285661,210.735942048718,239.570177466689,179.057230778968,347.271480719906,219.047905129476,101.046153417904,170.907548643795,199.014598290772,194.976252030922,182.175231707196,180.65106428664,108.934594735719,154.435372255996
ACAN,10.7270546384388,17.3713875803665,39.2868459616995,20.7291293724787,18.1736180773053,13.0184365744382,5.44477676060658,0.454459976596365,23.726622906329,16.3120780415567,54.0479425258555,7.94918830901373,6.23692473275922,1.35714328559807,2.53021155148883,9.97100030153531,5.88835647220101,15.2034822428183
ACAP1,32.1811639153164,27.6655431835467,19.6434229808498,18.1379882009189,20.1929089747836,22.7822640052668,21.7791070424263,10.9070394383128,8.62786287502873,11.6514843153976,30.5488370798314,11.9237824635206,17.5767878832305,14.02381395118,13.9161635331886,17.5958828850623,32.3859605971056,22.4051317262585
ACAT2,81.7937916180957,92.0040157034226,48.2156745893585,57.0051057743164,132.263553784833,119.606886027651,87.1164281697052,89.9830753660802,77.6507658752586,101.367913543959,70.4973163380725,61.6062093948564,86.182959943582,77.3571672790898,82.231875423387,107.33488559888,75.959798491393,138.43170673724
ACBD7,60.3396823412182,41.8200071379194,69.6448632957401,38.8671175733976,82.790926796613,100.079231165994,89.8388165500085,69.9868363958402,125.104011687917,43.1104919669713,9.39964217840966,73.529991858377,93.5538709913884,71.9285941366975,127.775683350186,56.8933546617015,105.401580852398,70.4161282825268
ACCS,12.0679364682436,11.5809250535777,33.9295487851042,38.8671175733976,13.1253908336094,6.5092182872191,27.2238838030329,26.8131386191855,25.8835886250862,29.1287107884941,11.7495527230121,19.8729707725343,28.3496578761783,17.1904816175755,25.3021155148883,32.2591186226142,22.3757545943638,12.0027491390671
ACD,10.7270546384388,18.0147723055653,28.5722516085088,18.1379882009189,15.1446817310877,21.9686117193645,19.7373157571988,22.7229988298182,6.47089715627155,10.4863358838579,51.6980319812531,17.8856736952809,27.7826647186547,21.2619114743697,18.9765866361662,20.5285300325727,11.1878772971819,22.4051317262585
ACE,0,0,0,0,0,3.25460914360955,1.36119419015164,0.454459976596365,2.15696571875718,0,0,1.98729707725343,0.566993157523566,1.80952438079742,3.79531732723325,0,1.1776712944402,0
ACE2,0,1.28676945039752,0,2.59114117155984,0,0,0.680597095075822,2.27229988298182,0,4.66059372615906,0,5.9618912317603,0,0,2.53021155148883,1.75958828850623,8.83253470830152,0.800183275937804
ACER2,42.9082185537551,19.3015417559628,19.6434229808498,18.1379882009189,9.08680903865264,8.95017514492626,8.84776223598569,13.6337992978909,97.0634573440732,62.9180153031473,133.944901042338,59.618912317603,10.2058768354242,7.69047861838904,5.69297599084987,5.27876486551869,17.0762337693829,13.6031156909427
ACHE,5.36352731921939,1.28676945039752,19.6434229808498,7.77342351467952,8.07716358991346,7.32287057312149,7.48656804583404,5.90797969575274,2.15696571875718,4.66059372615906,7.04973163380725,7.94918830901373,5.66993157523566,1.35714328559807,4.42787021510545,7.03835315402492,13.5432198860623,0.800183275937804
